chr	start	stop	transcript_id	gene_name	gene_id	pfam_exons	pfam_id	info	transcript_num	total_exons	exon_size	avg_exon_size	total_nucleotides	proportion_total	total_transcript_num	transcript_proportion	x_axis	hotspot_3d_exon_num	hotspot_exon_num	gc_content
209	11	108330214	108330421	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02259	11:108330214-108330421 - o | 11:108330214-108330421 - o	2	62	208	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	30	0.408653846153846
210	11	108331444	108331557	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108331444-108331557 - o | 11:108331444-108331557 - o	2	62	114	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	14	0.403508771929825
211	11	108331879	108332037	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108331879-108332037 - o | 11:108331879-108332037 - o	2	62	159	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	20	0.383647798742138
212	11	108332762	108332900	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108332762-108332900 - o | 11:108332762-108332900 - o	2	62	139	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	16	0.39568345323741
213	11	108333886	108333968	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108333886-108333968 - o | 11:108333886-108333968 - o	2	62	83	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	9	0.337349397590361
214	11	108334969	108335109	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108334969-108335109 - o | 11:108334969-108335109 - o	2	62	141	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	25	0.404255319148936
215	11	108335845	108335961	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108335845-108335961 - o | 11:108335845-108335961 - o	2	62	117	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	23	0.418803418803419
216	11	108343222	108343371	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108343222-108343371 - o | 11:108343222-108343371 - o	2	62	150	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	24	0.433333333333333
217	11	108345743	108345908	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108345743-108345908 - o | 11:108345743-108345908 - o	2	62	166	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	35	0.379518072289157
218	11	108347279	108347365	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108347279-108347365 - o | 11:108347279-108347365 - o	2	62	87	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	17	0.35632183908046
219	11	108353766	108353880	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108353766-108353880 - o | 11:108353766-108353880 - o	2	62	115	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	17	0.460869565217391
220	11	108354811	108354874	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108354811-108354874 - o | 11:108354811-108354874 - o	2	62	64	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	10	0.40625
221	11	108365082	108365218	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108365082-108365218 - o | 11:108365082-108365218 - o	2	62	137	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	18	0.430656934306569
222	11	108365325	108365505	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02260	11:108365325-108365505 - o | 11:108365325-108365505 - o	2	62	181	147.87	9168	5.53746912051606	2	1	ATM (n = 62 exons; avg = 147.87)	0	23	0.453038674033149
223	7	140924566	140924703	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140924566-140924703 - o | 7:140924566-140924703 - o	2	20	138	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	17	0.77536231884058
224	7	140850111	140850212	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140850111-140850212 - o | 7:140850111-140850212 - o	2	20	102	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	10	0.392156862745098
225	7	140834609	140834872	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF02196	7:140834609-140834872 - o | 7:140834609-140834872 - o	2	20	264	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	30	0.443181818181818
226	7	140808892	140808995	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF02196	7:140808892-140808995 - o | 7:140808892-140808995 - o	2	20	104	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	8	0.471153846153846
227	7	140807960	140808062	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	2	PF00130|PF02196	7:140807960-140808062 - o | 7:140807960-140808062 - o	2	20	103	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	4	0.407766990291262
228	7	140801412	140801560	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF00130	7:140801412-140801560 - o | 7:140801412-140801560 - o	2	20	149	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	17	0.389261744966443
229	7	140800362	140800481	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140800362-140800481 - o | 7:140800362-140800481 - o	2	20	120	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	14	0.525
230	7	140794308	140794467	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140794308-140794467 - o | 7:140794308-140794467 - o	2	20	160	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	23	0.45
231	7	140787548	140787584	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140787548-140787584 - o | 7:140787548-140787584 - o	2	20	37	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	5	0.459459459459459
232	7	140785689	140785808	ENST00000288602	BRAF	ENSG00000157764	0	NA	7:140785689-140785808 - o	1	20	120	121.9	2438	1.47255123427336	2	0.5	BRAF (n = 20 exons; avg = 121.9)	0	0	0.525
233	7	140783021	140783157	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140783021-140783157 - o | 7:140783021-140783157 - o	2	20	137	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	16	0.489051094890511
234	7	140781576	140781693	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140781576-140781693 - o | 7:140781576-140781693 - o	2	20	118	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	10	21	0.457627118644068
235	7	140777991	140778075	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140777991-140778075 - o | 7:140777991-140778075 - o	2	20	85	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	4	22	0.435294117647059
236	7	140776912	140777088	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140776912-140777088 - o | 7:140776912-140777088 - o	2	20	177	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	2	23	0.440677966101695
237	7	140754187	140754233	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140754187-140754233 - o | 7:140754187-140754233 - o	2	20	47	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	3	10	0.404255319148936
238	7	140753275	140753393	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140753275-140753393 - o | 7:140753275-140753393 - o	2	20	119	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	18	43	0.394957983193277
239	7	140749287	140749418	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140749287-140749418 - o | 7:140749287-140749418 - o	2	20	132	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	9	0.378787878787879
240	7	140739812	140739946	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140739812-140739946 - o | 7:140739812-140739946 - o	2	20	135	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	11	0.42962962962963
241	7	140734600	140734770	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	2	PF07714	7:140734600-140734770 - o | 7:140734617-140734770 - s4	2	20	171	121.9	2438	1.47255123427336	2	1	BRAF (n = 20 exons; avg = 121.9)	0	16	0.502923976608187
242	7	140726497	140726516	ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140726497-140726516	1	20	20	121.9	2438	1.47255123427336	2	0.5	BRAF (n = 20 exons; avg = 121.9)	0	0	0.45
243	19	45423270	45423374	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	1	NA|PF03834	19:45423270-45423374 - o | 19:45423270-45423374 - o | 19:45423270-45423374 - o | 19:45423270-45423374 - o | 19:45423270-45423374 - o	5	10	105	96.7	967	0.584067696284798	6	0.833333333333333	ERCC1 (n = 10 exons; avg = 96.7)	0	6	0.60952380952381
244	19	45421178	45421393	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192	ERCC1	ENSG00000012061	1	PF03834	19:45421178-45421393 - o | 19:45421178-45421393 - o | 19:45421178-45421393 - o | 19:45421178-45421393 - o	4	10	216	96.7	967	0.584067696284798	6	0.666666666666667	ERCC1 (n = 10 exons; avg = 96.7)	0	12	0.634259259259259
245	19	45420324	45420427	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698 | ENST00000587888	ERCC1	ENSG00000012061	1	PF03834	19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420382 - s4	6	10	104	96.7	967	0.584067696284798	6	1	ERCC1 (n = 10 exons; avg = 96.7)	0	10	0.576923076923077
246	19	45419098	45419197	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	1	PF03834	19:45419098-45419197 - o | 19:45419098-45419197 - o | 19:45419098-45419197 - o | 19:45419098-45419197 - o | 19:45419098-45419197 - o	5	10	100	96.7	967	0.584067696284798	6	0.833333333333333	ERCC1 (n = 10 exons; avg = 96.7)	0	5	0.62
247	19	45416821	45416897	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	1	PF03834	19:45416821-45416897 - o | 19:45416821-45416897 - o | 19:45416821-45416897 - o | 19:45416821-45416897 - o | 19:45416821-45416897 - o	5	10	77	96.7	967	0.584067696284798	6	0.833333333333333	ERCC1 (n = 10 exons; avg = 96.7)	0	4	0.571428571428571
248	19	45414861	45414960	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	1	PF03834	19:45414861-45414960 - o | 19:45414861-45414960 - o | 19:45414861-45414960 - o | 19:45414861-45414960 - o | 19:45414861-45414960 - o	5	10	100	96.7	967	0.584067696284798	6	0.833333333333333	ERCC1 (n = 10 exons; avg = 96.7)	0	9	0.61
249	19	45413963	45414034	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000423698	ERCC1	ENSG00000012061	1	PF14520	19:45413963-45414034 - o | 19:45413963-45414034 - o | 19:45413963-45414034 - o | 19:45413963-45414034 - o	4	10	72	96.7	967	0.584067696284798	6	0.666666666666667	ERCC1 (n = 10 exons; avg = 96.7)	0	4	0.5
250	19	45413677	45413745	ENST00000300853 | ENST00000589165 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	2	PF14520|PF00633	19:45413677-45413745 - o | 19:45413677-45413745 - o | 19:45413677-45413745 - o | 19:45413677-45413745 - o	4	10	69	96.7	967	0.584067696284798	6	0.666666666666667	ERCC1 (n = 10 exons; avg = 96.7)	0	0	0.565217391304348
251	19	45409678	45409725	ENST00000300853 | ENST00000589165 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	2	PF14520|PF00633	19:45409678-45409725 - o | 19:45409678-45409725 - o | 19:45409678-45409725 - o | 19:45409678-45409725 - o	4	10	48	96.7	967	0.584067696284798	6	0.666666666666667	ERCC1 (n = 10 exons; avg = 96.7)	0	0	0.583333333333333
252	19	45419414	45419489	ENST00000587888	ERCC1	ENSG00000012061	0	NA	19:45419414-45419489	1	10	76	96.7	967	0.584067696284798	6	0.166666666666667	ERCC1 (n = 10 exons; avg = 96.7)	0	0	0.592105263157895
253	19	43575408	43575458	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF01834	19:43575408-43575458 - o | 19:43575408-43575458 - o	2	17	51	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	1	0.666666666666667
254	19	43574910	43575002	ENST00000262887	XRCC1	ENSG00000073050	1	PF01834	19:43574910-43575002 - o	1	17	93	111.71	1899	1.14699540356239	2	0.5	XRCC1 (n = 17 exons; avg = 111.71)	0	4	0.526881720430108
255	19	43560910	43561020	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF01834	19:43560910-43561020 - o | 19:43560910-43561020 - o	2	17	111	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	3	0.558558558558559
256	19	43554646	43554804	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF01834	19:43554646-43554804 - o | 19:43554646-43554804 - o	2	17	159	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	11	0.60377358490566
257	19	43553609	43553683	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF01834	19:43553609-43553683 - o | 19:43553609-43553683 - o	2	17	75	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	6	0.573333333333333
258	19	43553401	43553512	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	0	NA	19:43553401-43553512 - o | 19:43553401-43553512 - o	2	17	112	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	6	0.580357142857143
259	19	43552982	43553091	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	0	NA	19:43552982-43553091 - o | 19:43552982-43553091 - o	2	17	110	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	1	0.618181818181818
260	19	43552797	43552908	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	0	NA	19:43552797-43552908 - o | 19:43552797-43552908 - o	2	17	112	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	6	0.517857142857143
261	19	43552017	43552275	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF00533	19:43552017-43552275 - o | 19:43552017-43552275 - o	2	17	259	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	12	0.648648648648649
262	19	43551571	43551687	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF00533	19:43551571-43551687 - o | 19:43551571-43551687 - o	2	17	117	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	7	0.658119658119658
263	19	43546884	43546977	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	0	NA	19:43546884-43546977 - o | 19:43546884-43546977 - o	2	17	94	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	7	0.617021276595745
264	19	43546595	43546727	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	0	NA	19:43546595-43546727 - o | 19:43546595-43546727 - o	2	17	133	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	6	0.578947368421053
265	19	43546052	43546106	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	0	NA	19:43546052-43546106 - o | 19:43546052-43546106 - o	2	17	55	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	1	0.563636363636364
266	19	43545818	43545957	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF16589	19:43545818-43545957 - o | 19:43545818-43545957 - o	2	17	140	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	7	0.614285714285714
267	19	43544144	43544234	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF16589	19:43544144-43544234 - o | 19:43544144-43544234 - o	2	17	91	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	3	0.538461538461538
268	19	43543612	43543687	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF16589	19:43543612-43543687 - o | 19:43543612-43543687 - o	2	17	76	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	2	0.526315789473684
269	19	43543395	43543505	ENST00000262887 | ENST00000543982	XRCC1	ENSG00000073050	1	PF16589	19:43543395-43543505 - o | 19:43543395-43543505 - o	2	17	111	111.71	1899	1.14699540356239	2	1	XRCC1 (n = 17 exons; avg = 111.71)	0	5	0.567567567567568
270	5	112754891	112755025	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	1	PF16689	5:112754891-112755025 - o | 5:112754891-112755025 - o	2	15	135	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	9	0.385185185185185
271	5	112766326	112766410	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	1	PF16689	5:112766326-112766410 - o | 5:112766326-112766410 - o	2	15	85	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	4	0.352941176470588
272	5	112767189	112767390	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	1	PF11414	5:112767189-112767390 - o | 5:112767189-112767390 - o	2	15	202	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	25	0.430693069306931
273	5	112775629	112775737	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	1	PF11414	5:112775629-112775737 - o | 5:112775629-112775737 - o	2	15	109	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	16	0.339449541284404
274	5	112780790	112780903	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	1	PF11414	5:112780790-112780903 - o | 5:112780790-112780903 - o	2	15	114	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	21	0.421052631578947
275	5	112792446	112792529	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	0	NA	5:112792446-112792529 - o | 5:112792446-112792529 - o	2	15	84	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	22	0.428571428571429
276	5	112801279	112801383	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	0	NA	5:112801279-112801383 - o | 5:112801279-112801383 - o	2	15	105	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	15	0.485714285714286
277	5	112815495	112815593	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	0	NA	5:112815495-112815593 - o | 5:112815495-112815593 - o	2	15	99	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	19	0.484848484848485
278	5	112818966	112819344	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	0	NA	5:112818966-112819344 - o | 5:112818966-112819344 - o	2	15	379	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	62	0.482849604221636
279	5	112821896	112821991	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	0	NA	5:112821896-112821991 - o | 5:112821896-112821991 - o	2	15	96	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	15	0.40625
280	5	112827108	112827247	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	0	NA	5:112827108-112827247 - o | 5:112827108-112827247 - o	2	15	140	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	14	0.421428571428571
281	5	112827929	112828006	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	1	PF00514	5:112827929-112828006 - o | 5:112827929-112828006 - o	2	15	78	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	11	0.461538461538462
282	5	112828856	112828972	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	1	PF00514	5:112828856-112828972 - o | 5:112828856-112828972 - o	2	15	117	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	29	0.376068376068376
283	5	112834951	112835165	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	1	PF00514	5:112834951-112835165 - o | 5:112834951-112835165 - o	2	15	215	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	44	0.427906976744186
284	5	112837553	112844123	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	12	PF00514|PF05923|PF05924|PF05937|PF05956|PF05972|PF16629|PF16630|PF16633|PF16634|PF16635|PF16636	5:112837553-112844123 - o | 5:112837553-112844123 - o	2	15	6571	568.6	8529	5.15151332121307	2	1	APC (n = 15 exons; avg = 568.6)	0	1207	0.407243950692436
285	11	36573305	36576433	ENST00000299440	RAG1	ENSG00000166349	4	PF00097|PF10426|PF12560|PF12940	11:36573305-36576433 - o	1	1	3129	3129	3129	1.88991501724419	1	1	RAG1 (n = 1 exons; avg = 3129)	0	279	0.487376158517098
286	9	21974678	21974827	ENST00000498124 | ENST00000304494	CDKN2A	ENSG00000147889	0	NA	9:21974678-21974827 - o | 9:21974678-21974827 - o	2	6	150	128.67	772	0.466287757530366	6	0.333333333333333	CDKN2A (n = 6 exons; avg = 128.67)	0	96	0.733333333333333
287	9	21970894	21971208	ENST00000498124 | ENST00000304494 | ENST00000479692 | ENST00000497750 | ENST00000497750 | ENST00000578845 | ENST00000579755	CDKN2A	ENSG00000147889	0	NA	9:21970902-21971208 - o | 9:21970902-21971208 - o | 9:21970902-21971205 - s4 | 9:21970894-21971205 - s2 | 9:21970894-21971205 - s4 | 9:21970902-21971205 - o | 9:21971006-21971208 - s4	7	6	315	128.67	772	0.466287757530366	6	1.16666666666667	CDKN2A (n = 6 exons; avg = 128.67)	0	184	0.720634920634921
288	9	21968728	21968771	ENST00000498124	CDKN2A	ENSG00000147889	0	NA	9:21968728-21968771 - o	1	6	44	128.67	772	0.466287757530366	6	0.166666666666667	CDKN2A (n = 6 exons; avg = 128.67)	0	3	0.454545454545455
289	9	21968232	21968242	ENST00000304494 | ENST00000578845	CDKN2A	ENSG00000147889	0	NA	9:21968232-21968242 | 9:21968232-21968242 - o	2	6	11	128.67	772	0.466287757530366	6	0.333333333333333	CDKN2A (n = 6 exons; avg = 128.67)	0	0	0.545454545454545
290	9	21969735	21969793	ENST00000479692	CDKN2A	ENSG00000147889	0	NA	9:21969735-21969793	1	6	59	128.67	772	0.466287757530366	6	0.166666666666667	CDKN2A (n = 6 exons; avg = 128.67)	0	0	0.559322033898305
291	9	21994139	21994331	ENST00000579755	CDKN2A	ENSG00000147889	1	PF07392	9:21994139-21994331	1	6	193	128.67	772	0.466287757530366	6	0.166666666666667	CDKN2A (n = 6 exons; avg = 128.67)	0	0	0.689119170984456
292	15	66387348	66387427	ENST00000307102	MAP2K1	ENSG00000169032	0	NA	15:66387348-66387427 - o	1	12	80	101.58	1219	0.736275617136679	2	0.5	MAP2K1 (n = 12 exons; avg = 101.58)	0	4	0.65
293	15	66435027	66435237	ENST00000307102	MAP2K1	ENSG00000169032	1	PF00069	15:66435027-66435237 - o	1	12	211	101.58	1219	0.736275617136679	2	0.5	MAP2K1 (n = 12 exons; avg = 101.58)	10	31	0.554502369668246
294	15	66436746	66436892	ENST00000307102	MAP2K1	ENSG00000169032	1	PF00069	15:66436746-66436892 - o	1	12	147	101.58	1219	0.736275617136679	2	0.5	MAP2K1 (n = 12 exons; avg = 101.58)	6	39	0.510204081632653
295	15	66443280	66443357	ENST00000307102	MAP2K1	ENSG00000169032	1	PF00069	15:66443280-66443357 - o	1	12	78	101.58	1219	0.736275617136679	2	0.5	MAP2K1 (n = 12 exons; avg = 101.58)	0	3	0.397435897435897
296	15	66444656	66444707	ENST00000307102	MAP2K1	ENSG00000169032	1	PF00069	15:66444656-66444707 - o	1	12	52	101.58	1219	0.736275617136679	2	0.5	MAP2K1 (n = 12 exons; avg = 101.58)	0	4	0.442307692307692
297	15	66481755	66481879	ENST00000307102 | ENST00000566326	MAP2K1	ENSG00000169032	1	PF00069	15:66481755-66481879 - o | 15:66481755-66481879 - o	2	12	125	101.58	1219	0.736275617136679	2	1	MAP2K1 (n = 12 exons; avg = 101.58)	6	16	0.568
298	15	66484990	66485191	ENST00000307102 | ENST00000566326	MAP2K1	ENSG00000169032	1	PF00069	15:66484990-66485191 - o | 15:66484990-66485191 - o	2	12	202	101.58	1219	0.736275617136679	2	1	MAP2K1 (n = 12 exons; avg = 101.58)	4	14	0.599009900990099
299	15	66487228	66487292	ENST00000307102 | ENST00000566326	MAP2K1	ENSG00000169032	1	PF00069	15:66487228-66487292 - o | 15:66487228-66487292 - o	2	12	65	101.58	1219	0.736275617136679	2	1	MAP2K1 (n = 12 exons; avg = 101.58)	6	3	0.461538461538462
300	15	66489215	66489276	ENST00000307102 | ENST00000566326	MAP2K1	ENSG00000169032	1	PF00069	15:66489215-66489276 - o | 15:66489215-66489276 - o	2	12	62	101.58	1219	0.736275617136679	2	1	MAP2K1 (n = 12 exons; avg = 101.58)	0	8	0.419354838709677
301	15	66489718	66489763	ENST00000307102 | ENST00000566326	MAP2K1	ENSG00000169032	1	PF00069	15:66489718-66489763 - o | 15:66489718-66489763 - o	2	12	46	101.58	1219	0.736275617136679	2	1	MAP2K1 (n = 12 exons; avg = 101.58)	0	4	0.41304347826087
302	15	66490502	66490612	ENST00000307102 | ENST00000566326	MAP2K1	ENSG00000169032	1	PF00069	15:66490502-66490612 - o | 15:66490502-66490612 - o	2	12	111	101.58	1219	0.736275617136679	2	1	MAP2K1 (n = 12 exons; avg = 101.58)	0	7	0.531531531531532
303	15	66453504	66453543	ENST00000566326	MAP2K1	ENSG00000169032	0	NA	15:66453504-66453543	1	12	40	101.58	1219	0.736275617136679	2	0.5	MAP2K1 (n = 12 exons; avg = 101.58)	0	0	0.525
304	13	32316461	32316527	ENST00000544455 | ENST00000380152	BRCA2	ENSG00000139618	0	NA	13:32316461-32316527 - o | 13:32316461-32316527 - o	2	26	67	394.38	10254	6.19341277942535	2	1	BRCA2 (n = 26 exons; avg = 394.38)	0	3	0.388059701492537
305	13	32319077	32319325	ENST00000544455 | ENST00000380152	BRCA2	ENSG00000139618	0	NA	13:32319077-32319325 - o | 13:32319077-32319325 - o	2	26	249	394.38	10254	6.19341277942535	2	1	BRCA2 (n = 26 exons; avg = 394.38)	0	16	0.353413654618474
306	13	32325076	32325184	ENST00000544455 | ENST00000380152	BRCA2	ENSG00000139618	0	NA	13:32325076-32325184 - o | 13:32325076-32325184 - o	2	26	109	394.38	10254	6.19341277942535	2	1	BRCA2 (n = 26 exons; avg = 394.38)	0	9	0.36697247706422
